is_spam,sms,Predicted_Labels
1,your wekli colmob tone readi download thi wek new tone includ crazi frogaxel f akonlon black eyedont p more info n,spam
0,wel boy i glad g wast night apleb noth,ham
1,cashbincouk get lot cash wekend dear welcom wekend we got big best ever cash give away these,ham
0,ok lor or u wan go lok u,ham
0,u wan haf lunch im da canten now,ham
0,dont make life stres alway find time laugh it may ad year life but sure ad life ur year gud niswt dream,ham
0,hey lok like i wrong one kapa guy number stil phone want i text se he around,ham
1,urgent your mobil number award å prize guarant cal land line claim valid hr pm,spam
1,thank continu suport your question wek enter u in draw å cash name new us presid txt an,spam
0,im home doc gave pain med say everyth fine,ham
0,it ì ardìä rest ard leastwhich ì price ì bedrm,ham
0,me to have love night x,ham
0,prepar pleasur,ham
0,hitechn suportprovid asist us custom cal email,ham
0,text way cup stop work and bu,ham
0,when radio show,ham
1,your uniqu user id for remov send stop custom servic,spam
0,im sure stil avail though,ham
0,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori fele,ham
0,cher lou yeah wa a godnit shame u neva came c ya gailx,ham
0,hi got money da,ham
0,hi mobil no ltgt ade contact list it great place send fre sm peopl for visit fulonsmscom,ham
0,ok u tel wat time u come late lor,ham
0,u repeat e instruct again wat e road name ur hous,ham
0,so mani peopl sem special first sight but remain special til last sight maintain til life end shja,ham
0,quit lor but dun tel wait get complac,ham
0,sori complet forgot pop em round wek stil here,ham
0,u r the most beauti girl ive ever sen u r my babi come and c me in the comon rom,ham
0,o cant se join deni mina or deni want alon time,ham
0,sen told go join uncl financ cbe,ham
0,yup hey one day fri ask miwa jiayin take leav go karaok,ham
0,cal me senthil hsbc,ham
0,especiali sinc talk boston person statement lol i woulda chang realiz said nyc it say boston now,ham
0,ind way either,ham
1,urgent cal from landlin your complimentari ibiza holiday å cash await colect sae tc po box sk wp pm,spam
0,holi live christ take long,ham
0,ìï thk wat eat tonight,ham
0,thanx yup come back sun finish diner go back hotel now time fli were tog exactli mth today hope wel haf mani mth come,ham
0,were oposit side drope,ham
0,yup izit stil rain heavili co im e mrt cant c outsid,ham
0,send resum,ham
0,gd luck ur exam,ham
0,or u ask next sat not if make im ok lor,ham
0,sori uncl il kep touch,ham
0,saw guy dol last night patrick swayz great,ham
1,urgent thi nd atempt contact u your å prize yesterday stil await colect to claim cal now,spam
1,santa cale would litl one like cal santa xma eve cal bok time calspm last min s tc,ham
0,just come home i want u miser,ham
0,i dont know she gete mesag,ham
0,col tyler take were gona buy drop place late tonight our total order quarter got enough,ham
0,the guy car shop flirt got phone number paperwork cale text me im nervou cours may adr should cal bo tel him know may get fire,ham
0,revers cheat that mathemat,ham
0,how plan manag,ham
0,er helo thing didn û t quit go plan ûò limp slowli home folow a exhaust hang,ham
0,sori delay ye master,ham
0,cal u finish come n pick u,ham
1,privat your acount statement show unredem bonu point to claim cal identifi code expir,spam
0,what oga left phone home saw ur mesag hope god have great wekend,ham
0,dont wori though i understand import i put place porli thought punish face bad thing ever hapen me brb gona go kil,ham
0,honey pl find much sel predict nigeria and mani time use it import repli monday,ham
0,e admin build there i might b slightli early il cal u im reach,ham
0,fyi im usf now swing rom whenev,ham
0,cal ltgt min that ok,ham
0,umah mani mani hapi return day dear swet heart hapi birthday dear,ham
0,ìï home work meh,ham
0,anyth valuabl situat first befor gete it second after lose it,ham
0,me to mark take forev pick prescript pain come back,ham
0,how ur paper,ham
0,got smaler capac one quit ex,ham
1,check out chose your babe video smshsexnetun fgkslpopw fgkslpo,ham
0,im god i think you,ham
1,u r winer u ave speciali select receiv å cash holiday flight inc speak live oper claim pmin,spam
0,,ham
0,not thought bout it drink tap spile seven is pub ga st broad st canal ok,ham
0,i go slep i tire travel,ham
0,haha i thinkin,ham
0,yup give problem mayb il ju leav it,ham
0,lol no just tri make day litl interest,ham
0,how long get repli defer admis til next semest,ham
0,the word checkmat che come persian phrase shah mat mean the king dead godmorn have god day,ham
0,po de no ned job aha,ham
0,rat hey u ever vote next theme,ham
1,new mobil must go txt nokia no colect today from onli å optout gbpmtmsg txtauction,spam
0,i hope pe burn tonit,ham
0,oh rite wel im with my best mate pete who i went out with a wek now were geva again it ben long than a wek,ham
0,yay cant wait parti togeth,ham
0,photoshop make comput shut down,ham
0,al boy made fun today ok problem i sent one mesag fun,ham
0,that one isu california okay no snow manag,ham
1,privat your acount statement show unredem s i m point cal identifi code expir,spam
0,hm mayb tri e shopin area one forgot e name hotel,ham
0,awesom gona son late tonight,ham
0,i ned detail onlin job,ham
1,you have won as valu vodafon custom comput pick you win å prize to colect easi just cal,spam
0,mise topray inshah alah,ham
0,pl help tel ashley cant find number oh,ham
0,i escap theatr now go watch kavalan minut,ham
0,sthi increas chanc wine,ham
0,either way work me i ltgt year old hope doesnt bother you,ham
0,mayb find someth els instead,ham
0,gain right wifedont demand iti tri husband tolet se,ham
0,i like new hous,ham
0,im fine hope also,ham
0,also north carolina texa atm would go gre site pay test result sent,ham
0,same u,ham
0,ye babi i ned stretch open pusi,ham
0,thank or bomb date phone want say,ham
0,ok,ham
0,hey guy i know breath neck get bud anyway abl get half track usf tonight,ham
0,respons one power weapon ocupi place other heart so,ham
0,nokia phone lovli,ham
1,fre mesagethank use auction subscript servic pmsgrcvd skip auction txt out unsubscrib txt stop customercar,spam
1,bore housew chat n date now btnation rate pmin landlin,spam
0,sori datoday wont come playi drive cla,ham
0,im reali sori i lit hair fire,ham
0,oh shit i thought trip lol that make so much sens grin sofa refer the slep couch link sent wasnt went trip oh and babe go celebr rent,ham
0,okey dokey swashbuckl stuf oh,ham
0,watch carton listen music amp eve go templ amp church what u,ham
0,tension face smile face wast face inoc face teror face cruel face romant face lovabl face decent face ltgt joker face,ham
0,dip cel dead so come him u beter respond els shal come back,ham
0,wel you know mean text,ham
0,hi di yiju would hapi work wif ì gek,ham
0,lol op sori have fun,ham
0,wat hapen cruis thing,ham
0,i know dat felin pete wuld get em nuther place nuther time mayb,ham
1,lyricaladief invit friend repli ye no se her stop send stop frnd,spam
0,the world hapiest frnd never charact dey best understand difer,ham
1,no polyphon tone ur mob everi wek just txt pt st tone fre get txtin tel ur friend ptone repli hl info,spam
0,yeah open chat click friend list then make list easi pie,ham
0,alright tyler got minor crisi home soner thought asap,ham
0,whenwher i pick,ham
0,as usual u cal ard smth,ham
0,new theori argument win situat lose person so dont argu ur friend just kick amp say im alway corect,ham
0,for mani thing antibiot use chest abdomen gyna infect even bone infect,ham
0,por girl cant go one day lmao,ham
0,or time,ham
1,today vodafon number end select receiv å award if number match cal receiv å award,spam
0,you pl make note she expos to also find schol anyon els vomit is dog cat hous let know late,ham
0,japanes proverb if one can it u can it if none can itu must indian version if one can it let him do it if none can itleav it and finali kerala version if one it stop it if none it make strike,ham
0,sound like could lot time spent chastiti devic boy grin or take beat like god dog go loung nice long bath,ham
0,it wors use half way stop it beter complet it,ham
0,miser they tel u side efect birth control masiv gut wrench cramp first month i slep last night,ham
0,send new number,ham
0,convey regard,ham
1,want late video handset anytim network min half price line rental repli cal deliveri tomorow,spam
0,half year mise friendship,ham
0,i cant pick phone right now pl send mesag,ham
0,oh fuck sake like talahas,ham
0,haha first person i gona ask,ham
1,ou guarant late nokia phone gb ipod mp player å prize txt word colect no ibhltd ldnwh pmtmsgrcvd,spam
0,taka lor wat time u wan come n lok us,ham
1,fre polyphon rington text super get fre poli tone wek now sn pobox nr zs subscript pw,spam
0,im reach anoth stop,ham
0,no didnt mean post it i wrote it like mani time ive riten stuf you let sit there wa fele time i angri befor left hit send stop it there i check phone got car it there you said slep bore so that time clean fold laundri etc at least make bed,ham
1,warner vilag c colin farel swat wkend warner vilag get fre med popcornjust show msgticketkioskvalid c tc kiosk repli soni mre film ofer,ham
0,wil come onlin today night,ham
0,then anyth special,ham
0,im solihul want anyth,ham
0,wil do have god day,ham
0,we regret to inform u that the nh ha made a mistakeu were never actuali bornpleas report yor local hospit b terminatedw r sori the inconveni,ham
0,love holiday monday fele even i go dentist hour,ham
0,i way tirupur,ham
1,goal arsen henri v liverpol henri score simpl shot yard pa bergkamp give arsen goal margin min,ham
0,youv alreadi got flaki parent itsnot supos child job suport parentnot theyr the ride age anyway im supos suport you and ive hurt you unintent but hurt nonethel,ham
0,we tok hoch walk toaday fel over splat graze kne everyth should stay home se tomorow,ham
0,just drope em of omw back,ham
1,thi nd time tri contact u u pound prize claim easi cal now onli p per min btnationalr,spam
0,site mu wait everyon get suit i take shower,ham
0,re cal you se facebok huh,ham
0,g say never answer text confirmdeni,ham
0,it comon hearin how r u wat r u do how ur day so let ask u someth difer did u smile today if not now gud evng,ham
0,hi dear cal urgnt i know what problem you want work problem least tel me wate repli,ham
0,oh yah we never cancel leh haha,ham
0,we go e normal pilat intro,ham
0,ok let u noe leav hous,ham
0,oh ye like tortur watch england,ham
0,wana art d,ham
0,just hope wasn û t pise rememb gone sister someth,ham
1,got take take part wrc rali oz u lucozad energi text rali le p se pack lucozadecoukwrc itcould u,ham
1,hi sexychat girl wait text them text great night chate send stop stop servic,spam
0,god morn boytoy how yumi lip where sexi bun what do think do crave do ned,ham
0,match startedindia ltgt,ham
0,onc fre cal sir,ham
0,hey want anyth buy,ham
0,hey babe how go did ever figur go new year,ham
0,kcongratul,ham
0,g want know fuck,ham
0,no cancel yeah babi wel sound import understand darlin give ring late fone love kate x,ham
0,tomarow want got court at ltdecimalgt so come bu stand,ham
0,ìï go home liao ask dad pick,ham
0,omg make wede chapel frontiervil whi get god stuf,ham
0,im eatin lor goin back work son e mountain d show huh i watch b liao nice,ham
0,check maili mail varma kept copi regard membershiptak careinsha alah,ham
0,wrong phone thi phone i answer one asum peopl wel,ham
0,anyway i think i secur anyth here leme know want drive south chil,ham
0,im alreadi back home probabl,ham
1,great news cal frefon claim guarant å cash å gift speak live oper now,spam
1,hi ami send fre phone number coupl day give ace adult parti,ham
0,i bu way calicut,ham
0,hi probabl much fun get mesag thought id txt u co im bore jame fart night,ham
0,hi babi im sat blodi bu mo wont home wana somethin late cal late ortxt back je x,ham
1,welcom select o servic ade benefit you cal speciali train advisor fre mobil dial,spam
0,i lost pound sinc doc visit last wek wot wot now im gona celebr stufe face,ham
0,u come back diner rite dad ask confirm wif u,ham
0,do master when buy b co sale how bf,ham
0,ahjust woken uphad bad dream u thoso dont like u right didnt know anyth comedi night gue im it,ham
0,im viveki got cal number,ham
0,whi u cal lunch,ham
0,what mean left earli check co im work,ham
0,i want ltgt rs dado it,ham
0,a bit ur smile hpn drop ur tear sorow part ur heart life heart like mine wil care u forevr godfriend,ham
0,yup ok,ham
0,i want se preti pusi,ham
1,dear voucher holder have next meal us use folow link pc enjoy dine experi,ham
0,a peopl game im mal iouri kaila,ham
1,urgent we tri contact u today draw show å prize guarant cal land line claim valid hr,spam
1,you donat å unicef asian tsunami disast suport fund text donat å ade next bil,ham
0,futur plane tomorow result today do best present enjoy futur,ham
0,i cme want go ho morow after wil cme thi got dear do she didnt say time,ham
0,we supos met discu abt trip thought xuhui told you in afternon thought go leson,ham
0,hey come onlin use msn we,ham
0,im fine hope god do take care,ham
0,op i shower u cale hey park garag colaps univers hospit se im crazi stuf like doe hapen,ham
0,aiyo u por thing then u dun wan eat u bath alreadi,ham
0,yar i tot u knew di would hapen long ago alreadi,ham
0,you gorgeou kep pix cume thank you,ham
0,a boy late home hi father power of frndship,ham
0,jade it paul y didnåõt u txt me do u rememb me from barm i want talk u txt me,ham
0,spend new year brother famili let plan met next wek are readi spoil,ham
0,so u today,ham
0,i said okay sori,ham
0,slept i thinkthi time ltgt pm danger,ham
0,network job there,ham
1,goldvik m invit friend repli ye no se him stop send stop frnd,spam
0,dont let studi stre out lr,ham
0,that u haf kep busi,ham
0,no rush im work im schol rush go hungri,ham
0,which chanel,ham
0,so tele i coulda real valentin i wasnt u never pick noth,ham
1,phoni å award today voda number end x select receiv å award if match pleas cal quot claim code standard rate ap,spam
0,we made it eta taunton plane hope that û s stil okday god se you x,ham
0,im hungri buy smth home,ham
0,hey kate,ham
0,my drive read i ned write,ham
0,just loke adi goe back monday suck,ham
0,hapi new year hope god semest,ham
0,esplanad lor where els,ham
0,can talk me,ham
0,hmph go head big baler,ham
0,wel like actuali cale someon punto that woulda wors,ham
0,nope sinc ayo travel forgoten guy,ham
0,you stil around loke pick late,ham
1,cd u congratul ur award å cd gift voucher å gift guarant frentri å wkli draw xt music tnc,spam
0,there someon year ltgt toyota camri like mr olayiwola own mileag ltgt kit clean ned know much sel for if rais dough son land sel hola back,ham
0,gue pub im in im hapi pig clover whatev say is,ham
0,il b down son,ham
0,oh k i come tomorow,ham
0,go fol dont cheat other ok,ham
0,my mobil numberpl sm ur mail idconvey regard achanamarakheshqatar,ham
0,by way rencontr met again mountain dont,ham
1,you won guarant å cash å prize to claim yr prize cal custom servic repres ampm cost p,spam
0,u atend ur drive leson mani time wk n day,ham
0,uncl g check you do reward month,ham
0,helo boytoy ge im mise today i like send tm remind im think and love love ki,ham
0,i think two stil ned get cash def readi,ham
0,hey galsu wana met diner nìâte,ham
1,dear x uve invit xchat thi final atempt contact u txt chat pmsgrcvdhgsuitelandsrowjhl ldn yr,spam
0,babe what where who talk do think are god boy are mise me do love,ham
0,great how ofic today,ham
0,it col last litl while gete time son,ham
0,sad pupi nois,ham
0,ye posibl dint tri pl dont tel one k,ham
0,anyway hola whenev around i ned excus go crep peopl sarasota,ham
0,where you what hapen,ham
0,i gona ask lol think,ham
1,ur cashbal curent pound maxim ur cashin send go pmeg c hgsuiteland rowjhl,ham
1,privat your acount statement show unredem sim point cal identifi codex expir,spam
0,go chase run crose stret,ham
1,id like tel depest dark fantasi cal pmin to stop text cal nat rate,spam
0,is come friday leav pongaldo get news work place,ham
0,hey veri inconveni si huh,ham
0,ok vldo u know got adsens aprov,ham
0,wa reali god se day dudet mise you,ham
0,i want go perumbavor,ham
0,how mani time told stage use laugh you listen aha,ham
1,you believ true it incred txt repli g learn truli amaz thing blow mind from ofwd ptxt,ham
0,you hear me,ham
0,thank talk saturday you dear me i cherish brother role model,ham
0,pl clarifi back open return ticket prepon go back kerala,ham
1,natali f invit friend repli ye no se her stop send stop frnd,spam
0,she ran young man make preti babi togeth,ham
1,jamster to get fre walpap text heart now tc apli onli ned help cal,spam
0,o ic lol should play dor sometim yo,ham
0,duno dad said come home bring us lunch yup go w u lor i cal u reach schol lor,ham
0,we sent jd custom servic cum acount execut ur mail id for detail contact us,ham
0,desir u go doctor liver and get bit stylish get ur hair manag that it,ham
0,hmstil dont open,ham
0,yeah basicali time next wek get away mom amp get,ham
0,edison rightli said a fol ask question wise man answer now know us spechl viva gm,ham
0,i vote wherev heart guid,ham
0,with si lor we juz watch italian job,ham
0,tick tick tick where i could die lonelin know pout stomp fet i ned,ham
0,lmao know wel,ham
1,doubl min doubl txt price linerent late orang bluetoth mobil cal mobileupd late ofer caloptoutlf,spam
0,am train back northampton im afraid not im stay skyve today ho ho wil around wednesday though do fanci comedi club wek way,ham
0,godnight da thangam i reali mi u dear,ham
0,hey next sun there basic yoga cours bugi we go that pilat intro next sat tel time r fre,ham
0,ge your internet reali bad today eh,ham
1,fre video camera phone half price line rental mth cro ntwk min txt cal mobileupd caloptout,spam
0,i think disturb da,ham
0,sori il cal late i mete sir,ham
0,havent stuck orchard dad car go diner now u leh so r fre tonight,ham
0,ok also wan watch e pm show,ham
0,i duno lei like dun haf,ham
0,but brother transfer ltgt ltgt pa,ham
0,i cal late afternon onword mtnl servic get problem south mumbai i hear cant listen me,ham
1,å uk break acomodationvouch term condit apli claim mustprovid claim number,spam
0,talk g x,ham
0,hai dear friend thi new amp present number by rajitha raj ranju,ham
1,p alfi mon children ned song ur mob tel ur ms txt tone chariti nokia poli chariti poli zed profit chariti,spam
0,as difer style,ham
1,win å shope spre everi wek start now play text store skilgm tsc winawk age å perweksub,spam
0,gud ni dearslp weltak careswt dreamsmuah,ham
0,i want sent ltgt mesag today that y sori hurt,ham
1,thi nd atempt contract u wek top prize either å cash å prize just cal,spam
0,wel im glad find totali disagr lol,ham
0,guy flash now if go cal me cal me how madam take care oh,ham
1,do want new nokia i colour phone deliveredtomorow with fre minut mobil fre text fre camcord repli cal,spam
0,mark work tomorow he get hi work hous met u afterward,ham
0,kep ur problem ur heart,ham
0,yeah give cal got minut,ham
0,hi babe uawakefelikw shitjustfound out via alet thatmum gotmari thnovbehind ourback åð fuckiniceselfish,ham
0,amaz if rearang leter give mean dormitori dirti rom astronom mon starer the eye they se elect result lie let recount motherinlaw woman hitler eleven plu two twelv plu one it amaz,ham
0,aiya discu late lar pick ì it,ham
0,hey hapi birthday,ham
0,sori mise cal can pleas cal back,ham
0,omg one thing anoth my cat worm bad day end,ham
0,god morn im sufer fever dysentri wil abl come ofic today,ham
0,i wont anyth de,ham
0,what type stuf sing,ham
0,st andr virgil cream,ham
0,no no i check rom befor activ,ham
0,my fri ah oki lorgoin drivin den go shopin t,ham
0,gokila talk aha,ham
0,hi shanilrakhesh herethanksi exchang uncut diamond stufleav back excel servic dino prem,ham
0,kthi month kote birthday know,ham
0,but im reali reali broke oh no amount smal even ltgt,ham
0,sori mate phone didnt write love kate,ham
1,themobhit link get premium pink panther game new no sugabab crazi zebra anim bada hodi walpaper fre,ham
0,ah wel confus thing doesnt it i thought friend now mayb wrong thing alreadi sort invit tho may come co money,ham
0,aight cal close,ham
0,nope that fine i might nap tho,ham
1,thi msg mobil content order it resent previou atempt fail due network eror queri customersqueriesnetvisionukcom,ham
0,in news hasl get wed wek andr money haughaighgtujhyguj,ham
0,a boy love gal he propsd bt didnt mind he gv lv ltr bt frnd threw thm again boy decid aproach gal dt time truck spede toward gal wn hit girld boy ran like hel n save her she ask hw cn u run fast d boy repli bost secret energi n instantli girl shout our energi n thi live hapili gthr drink bost evrydi moral stori i hv fre msgsd gud ni,ham
0,i wnt buy bmw car urgentlyit vri urgentbut hv shortag ltgt lacsther sourc arng di amt ltgt lacsthat prob,ham
0,ding ya break fasyol blacko londn,ham
0,i reali ned ki u i mi u my babi from ur babi eva,ham
0,the sign matur start say big thing but actuali is start understand smal thing have a nice even bslvyl,ham
0,oh got mani respons,ham
1,you new mesag pleas cal,spam
0,ive reach sch alreadi,ham
1,decemb onli had mobil mth you entitl updat late colour camera mobil fre cal the mobil updat vco fre,spam
0,u definit ned modul e human di sem izit u wan take modul st,ham
0,argh fuck nobodi town,ham
1,get lion england tone repli lionm mono lionp poli go origin n best tone gbp network oper rate apli,spam
0,thank fil complet calm reasur,ham
0,aslamalaikuminsha alah tohar ben muht albi mufti mahfuzmean here,ham
0,are drive train,ham
0,lol real she told dad i cancer,ham
1,privat your acount statement,ham
0,op i it ltgt,ham
0,not enufcredeit tocalsh ileav uni at get a bu to yor hous,ham
0,hi chiku send nice msg,ham
0,he impos argu alway treat like sub like never releas which i remind necesari,ham
0,after work ah den plu lor u workin oso rite den go orchard lor place go liao,ham
0,to wonder okor great month we cherish guy wish wel day mojibiola,ham
0,cuz ibor and wana studi,ham
0,wot wed nite i til,ham
0,rose redr blodblod heartheart u but u me send ti ur friend includ me if u like me if u get back u r por relat u ned suport u r frnd mani some luv u some pray god mari u tri it,ham
0,ani way do,ham
0,that suck il go u hair youl fre right,ham
0,stil work and time also tri ade zero that save the check ltgt,ham
0,hm duno leh mayb bag goigng dat smal or ju anyth except perfum smth dat kep,ham
0,sday joinedso train start today,ham
0,sori grocer,ham
0,there nice pub near franki n beni near warner cinema,ham
1,you ve won your costa del sol holiday å await colect cal now toclaim sae tc s pobox stockport skxh costå pm maxmin,spam
0,yup i havent befor you want go yoga i cal bok,ham
0,oh shut it omg yesterday i dream i kid boy i pise not kid boy i even told mark dream chang diaper caus im gete owe face,ham
0,yeah i imagin would reali gentl unlik doc treat patient like turkey,ham
1,fre st wek no nokia tone ur mobil everi wek txt nokia get txting tel ur mate pobox wwq normpton,spam
0,now start dont stop just pray god idea anyth se help guy il forward link,ham
0,hi darlin im helen fone im gona b princ nite pleas come tb love kate,ham
0,im ofic dawher you,ham
0,aiyar u por thing i give u suport k jia you il think u,ham
0,oh unintentionali bad time great finger train play along wil give fiften min warn,ham
1,get garden readi sumer fre select sumer bulb sed worth å the scotsman saturday to stop go notxtcouk,spam
0,kthen come wenev u lik come also tel viki come gete fre time,ham
0,pl cal da what hapen,ham
0,hapi new year u ur familymay new year bring hapin stabil tranquil ur vibrant colour life,ham
0,no problem renew il right away dont know detail,ham
0,idk im site stop shop park lot right bawl eye fel like im failur everyth nobodi want fel like im fail you,ham
0,havent left yet probabl gona til diner,ham
0,like ltgt question,ham
0,my new year eve wa ok i went to a parti with my boyfriend who is thi si then hey,ham
0,sir i ned velusami sir date birth compani bank facil detail,ham
0,k k sm chat me,ham
0,i come karnan car pleas wait til pm directli goto doctor,ham
0,no bluray player,ham
0,ok then r mete late,ham
0,lol no i ned cash nitro huri come i crash out,ham
0,just send text wel skype late,ham
0,ok leav ned ask,ham
1,congrat mobil g videophon r your cal now videochat wid ur mate play java game dload polyph music nolin rentl bx ip we p,spam
0,ìï stil got leson ìï sch,ham
0,y dun believ leh i tot told true alreadi i thk muz c us tog believ,ham
0,oh charg camera,ham
0,i û ve got salt rub open wound like,ham
0,now im go lunch,ham
0,im schol n il da lab stuf give cal ì r done,ham
0,oh k i come tomorow,ham
0,aight text tonight wel se what,ham
0,u,ham
0,water loge desert geoenvironment implic,ham
0,rajipl favour pl convey birthday wish nimya pl today birthday,ham
0,compani godenviron terif fod reali nice,ham
0,veri strang watch nd one im bed swet dream mi u,ham
1,sm auction a brand new nokia auction today auction fre join take part txt nokia now,spam
0,hi hope u r ok said would text hasnt u sen him let gentli pleas,ham
0,babe i fuck love you know fuck god hear voic i ned that i crave it i cant get enough i ador you ahmad kise,ham
0,k sure rel home sm de pl,ham
0,i sent them do like,ham
0,fuck i ned stop slepin sup,ham
0,im town il ju take mrt late,ham
0,i coke rather nice salmon la,ham
0,i upload mine facebok,ham
0,what time u wrkin,ham
0,oki,ham
1,re entri wekli comp chanc win ipod txt pod get entri std txt rate tc apli detail,spam
1,our record indic u mayb entitl pound compens acid had to claim fre repli claim msg stop txt stop,spam
0,sori il cal late,ham
0,oh oh den muz chang plan liao go back yan jiu again,ham
0,it wyli tampa sarasota,ham
0,ok take ur time n enjoy ur diner,ham
0,daren say dat u mete da ge den dun met diner co late u leav xy fel awkward den u met lunch lor,ham
1,spok mob halowen colect logo pic mesag plu fre eri tone txt card spok zed p per logop,spam
0,i like cheap but i û m hapi splash wine make fel beter,ham
0,she fine i dificulti phone it work mine can pl send anoth friend request,ham
0,ugh leg hurt musta overdid mon,ham
1,cal germani penc per minut cal fix line via ace number no prepay direct ace,ham
1,you ve won your costa del sol holiday å await colect cal now toclaim sae tc s pobox stockport skxh costå pm maxmin,spam
0,wot student discount can u get on bok,ham
0,me fineabsolutli fine,ham
0,how come get it should b quit dif gue rite,ham
1,had mobil mth updat fre orang late colour camera mobil unlimit wekend cal cal mobil upd frefon stoptxt,spam
0,i reach ur home ltgt minut,ham
0,babe im answer you cant se mayb beter rebot ym i got photo it great,ham
0,hiwhat think match,ham
0,i know thinkin malaria but relax children cant handl malaria she would wors gastroenter if take enough replac lo temp reduc and give malaria med vomit it self limit iln mean day complet stop,ham
0,dai download exe file run exe instal,ham
0,it yesterday true true,ham
0,khow busin now,ham
0,pa select,ham
1,natalja f invit friend repli ye no se her stop send stop frnd,spam
0,i kep ten rs shelf buy two eg,ham
0,i late i,ham
0,wel that nice to bad cant eat,ham
0,i acidentali brought em home box,ham
0,pl ned dat slowli vomit more,ham
0,i take exam march,ham
0,jane babe goin wrk fel il lst nite fone alreadi cover chuck,ham
0,nightsw nt stay port step liaoto ex,ham
0,if i die i want u stuf,ham
0,oh fuck juswok up in a bed on a boatin the dock slept wid year old spinout giv u da gosip lr x,ham
0,smile pleasur smile pain smile troubl pour like rain smile sum hurt u smile becoz someon stil love se u smile,ham
0,prabhaim sorydarealyfrm heart im sori,ham
0,i remet alex nichol midl schol turn he deal,ham
1,privat your acount statement fone no show unredem s i m point cal identifi code expir,spam
0,it mean u could kep ur word,ham
0,nope im stil market,ham
0,i realis busi guy im tri bother i get exam outa way tri car do gr day,ham
1,you are chosen to receiv a å award pl cal claim number colect award select receiv valu mobil custom,spam
0,hey project start aha da,ham
0,ok col se ya then,ham
0,am uworld site am buy qbank buy self ases also,ham
0,your opinion me over jada kusruthi lovabl silent spl charact not matur stylish simpl pl repli,ham
1,someonon know tri contact via date servic to find could cal mobil landlin boxskch,spam
0,yeah i stil give ride,ham
0,jay want work first how sound,ham
0,gud gudk chiku tke care slep wel gud nyt,ham
0,it part check iq,ham
0,hm think lor,ham
0,of cours dont teas you know i simpli must se grin do kep post prey love smile devour ki,ham
0,thank temal wonder thank have great wek,ham
0,thank princ i want se nice juici boti,ham
0,havent eaten day im site stare juici piza i cant eat it these med ruin life,ham
0,gud ni dearslp weltak careswt dreamsmuah,ham
0,u come n search tat vidnot finishd,ham
0,k im leav son litl,ham
1,urgent pleas cal landlin å cash holiday await colect t cs sae po box mxi,spam
0,yeah work fine start last wek stuf befor dul easi guy fun,ham
0,you studi alon without anyon help if cant ned studi,ham
0,pleas tel car key purs,ham
0,i didnt get anyth da,ham
0,ok swet dream,ham
0,wel big surpris,ham
0,as usualiam fine hapi amp wel,ham
0,cbe chenai,ham
0,can help u swop pick u wherev ur bird r mete u want,ham
0,if anyon cal treadmil say buy it make sure work i found ad craigslist sele ltgt,ham
0,i absolut love south park i recent start watch ofic,ham
0,did se film,ham
0,pl speak me i wont ask anyth friendship,ham
0,storm msg wen u lift phne u say helo do u knw wt real mean helo it name girl ye and u knw dat girl margaret helo she girlfrnd f grahmbel invnt telphon moralon get name person,ham
0,gud niswt drmstake care,ham
0,hi darlin it kate are u up for doin somethin tonight im go to a pub cale the swan or someth with my parent for one drink so phone me if u can,ham
0,anyth lar ì go home diner,ham
0,er,ham
1,if dont prize go anoth custom tc pmin polo ltd suit london wj hl pleas cal back busi,spam
0,did u fix tethif asapok take care,ham
0,so u wan come diner tonight not,ham
0,helohow u doingwhat u when u b move flat co i ned arang pick lamp etc take care helo carolin,ham
0,it latebut kwish same,ham
0,hi hope ur day god back walk tabl boke half eight let know ur come over,ham
0,oh yeah clearli fault,ham
0,duno leh cant rememb mayb lor so wat time r mete tmr,ham
0,best msg it hard person u know one step foward make u fal love amp one step back ruin ur friendship god night,ham
1,urgent your mobil number award å prize guarant cal land line claim valid hr pm,spam
0,helo wake up swet morn welcom you enjoy thi day with ful joy gud mrng,ham
0,viki come around ltimegt,ham
0,and that princ,ham
0,i gone get info bt dont know,ham
0,yeah probabl,ham
0,sent ur email id son,ham
1,urgent you wek fre membership å prize jackpot txt word claim no tc lcltd pobox ldnwarw,spam
0,im stil preti weak today bad day,ham
0,hey dont forget you mine for me my poses my properti m childish smile,ham
0,an excel thought misundrstud frnd i knw u hate bt day wen ul knw truth ul hate urself gn,ham
0,hey congrat u id luv ive go home,ham
0,dear you cal,ham
0,xy tri smth now u eat alreadi we havent,ham
1,urgent pleas cal landlin å cash luxuri canari island holiday await colect tc sae po box mxi pm,spam
0,i dono gene someth,ham
1,xma iscom ur award either å cd gift voucher fre entri r å wekli draw txt music tnc,spam
0,alex say he ok ok,ham
0,are u come funer home,ham
0,my darl sister how do when schol resum is minimum wait period reapli do take care,ham
0,il hand phone chat wit u,ham
0,wel god morn mr how london treatin ya treacl,ham
0,i cant make tonight,ham
0,at what time come tomorow,ham
0,about ltgt buck the bank fe fix beter cal bank find out,ham
0,i can but tel quit long co finish film yet,ham
0,pl ask macho much budget b bold co saw new one ltgt dolar,ham
0,hi mise cal mumha bendrop red wine theplac adr,ham
0,il min lok,ham
0,what leav,ham
0,im come back thursday yay is gona ok get money cher oh yeah you everyth alright how schol or cal work,ham
